customer_id,cif_number,customer_name,dob,age,gender,marital_status,occupation_type,annual_income,city,state,pincode,pan_number,mobile_number,email_id,kyc_status,years_at_current_residence,own_rent_flag,load_date
2000015,CIF0002000015,Chatresh Issac,1978-04-08,46,Male,Married,Contract Employee,3554405.1,New Delhi,Delhi,618895,YXUAZ1881N,9398425899,udarshsarkar@example.com,Verified - CKYC,19,Rented,2024-12-31
2000016,CIF0002000016,Pooja Kashyap,1993-09-08,31,Female,Married,Pensioner,4004600.39,Kolkata,West Bengal,266302,LPKDW9700U,9988808735,jason54@example.net,Verified - Branch,20,Rented,2024-12-31
2000017,CIF0002000017,Yuvraj Dara,1957-11-27,67,Female,Married,Pensioner,6417054.29,Rohini,Delhi,925061,GDQXK9132S,9430990934,vivaan73@example.org,Verified - V-KYC,11,Owned,2024-12-31
2000018,CIF0002000018,Abhimanyu Hora,1980-07-28,44,Male,Married,Gig Worker,1003849.35,Nizamabad,Telangana,224266,LEGMC5114O,9956050388,naksh27@example.net,Verified - Branch,3,Owned,2024-12-31
2000019,CIF0002000019,Vansha Sunder,1975-08-15,49,Male,Married,Pensioner,6782686.78,Nashik,Maharashtra,255327,CKTCE9458B,9736457654,vigalka@example.org,Verified - CKYC,23,Owned,2024-12-31
2000020,CIF0002000020,Mekhala Datta,1996-07-30,28,Male,Married,Business Owner,5493482.46,Hyderabad,Telangana,656473,CNKCB4755K,9395867188,hemangini00@example.net,Verified - CKYC,6,Company Provided,2024-12-31
2000021,CIF0002000021,Vasatika Varughese,1972-08-19,52,Male,Married,Business Owner,7503071.23,Chennai,Tamil Nadu,314498,AOENN6821O,9229381992,keerjagrati@example.net,Verified - V-KYC,10,Owned,2024-12-31
2000022,CIF0002000022,Lakshit Rau,1969-01-17,55,Female,Married,Salaried - Government,7926284.82,Noida,Delhi,971044,VXLGL7449N,9248414766,madanbhavika@example.net,Verified - V-KYC,15,Owned,2024-12-31
2000023,CIF0002000023,Praneel Mitter,1991-02-25,33,Male,Married,Contract Employee,10038063.54,Nagpur,Maharashtra,230362,KCZQA2111Z,9370922917,saibatta@example.net,Verified - CKYC,23,Rented,2024-12-31
2000024,CIF0002000024,Tara Rajan,1961-02-04,63,Male,Widowed,Salaried - Government,4831988.72,Ludhiana,Punjab,280481,VOSSS1049K,9145415982,manbirnazareth@example.org,Verified - CKYC,19,Rented,2024-12-31
2000025,CIF0002000025,Yashvi Pai,1999-07-31,25,Male,Married,Salaried - Government,12227339.72,Chandigarh,Punjab,500788,YKPZQ2066G,9747452339,takomisha@example.net,Verified - V-KYC,9,Owned,2024-12-31
2000026,CIF0002000026,Falan Om,1968-04-26,56,Female,Married,Self Employed - Non Professional,11086083.3,Jaipur,Rajasthan,640423,FHBMG4822F,9819118723,oscarraju@example.org,Verified - V-KYC,9,Rented,2024-12-31
2000027,CIF0002000027,Zehaan Uppal,1956-04-25,68,Male,Married,Contract Employee,12318828.27,Mangaluru,Karnataka,666808,BVGWW3286A,9284176984,pbalasubramanian@example.org,Verified - CKYC,13,Owned,2024-12-31
2000028,CIF0002000028,Nathan Nazareth,1978-04-13,46,Female,Unmarried,Gig Worker,8980652.25,Chennai,Tamil Nadu,917930,CYYYU4853L,9727830747,hemanginisant@example.net,Verified - CKYC,4,Company Provided,2024-12-31
2000029,CIF0002000029,Krishna Barad,1957-01-04,68,Female,Unmarried,Gig Worker,13929767.03,Mangaluru,Karnataka,372667,TNQZY9326A,9426540001,choudharyoviya@example.org,Verified - V-KYC,5,Rented,2024-12-31
2000030,CIF0002000030,Jairaj Tak,1975-12-01,49,Female,Married,Salaried - Private Sector,6351559.19,Durgapur,West Bengal,435752,OLNLA3827B,9608175439,sakshamdevan@example.org,Verified - V-KYC,26,Company Provided,2024-12-31
2000031,CIF0002000031,Qarin Sangha,1962-08-21,62,Female,Married,Self Employed - Professional,9046537.46,Noida,Delhi,544045,HKTRY9370P,9700961387,mohammed47@example.org,Pending,4,Rented,2024-12-31
2000032,CIF0002000032,Teerth Rao,1959-06-28,65,Female,Married,Agriculturalist,775035.35,Kota,Rajasthan,678654,GPFDX2448Z,9789693165,wbail@example.com,Verified - CKYC,15,Owned,2024-12-31
2000033,CIF0002000033,Luke Jain,1984-11-25,40,Male,Married,Agriculturalist,10565924.14,Kanpur,Uttar Pradesh,396788,SJULU7523F,9996667415,vargheseekani@example.net,Verified - V-KYC,12,Rented,2024-12-31
2000034,CIF0002000034,Dhruv Bedi,1957-04-19,67,Male,Married,Pensioner,8750361.26,Rajkot,Gujarat,354969,GNDLD6538D,9986395143,dadakamala@example.org,Verified - V-KYC,8,Rented,2024-12-31
2000035,CIF0002000035,Chaman Gara,1974-12-01,50,Female,Married,Self Employed - Professional,14860056.56,Chennai,Tamil Nadu,889467,GKSFB8141E,9666086673,aishani76@example.com,Verified - CKYC,18,Owned,2024-12-31
2000036,CIF0002000036,Hemani Bahri,1963-01-01,62,Female,Widowed,Self Employed - Professional,14978855.32,Mumbai,Maharashtra,314508,HFVPT5067L,9867440618,vasatikamanda@example.com,Verified - CKYC,7,Owned,2024-12-31
2000037,CIF0002000037,Udarsh Prashad,1985-08-28,39,Female,Unmarried,Self Employed - Professional,5481504.85,Jaipur,Rajasthan,391941,EGXIN7563K,9905817961,priya52@example.net,Verified - CKYC,4,Owned,2024-12-31
2000038,CIF0002000038,Garima Kaul,1993-06-24,31,Female,Married,Contract Employee,13461046.47,Amritsar,Punjab,883833,IAFHA7822M,9170151398,esathe@example.net,Verified - Branch,4,Rented,2024-12-31
2000039,CIF0002000039,Brijesh Bajwa,1955-04-04,69,Male,Widowed,Self Employed - Non Professional,12615251.31,Amritsar,Punjab,752788,WMOCC5437N,9298328666,gourkrish@example.net,Pending,20,Owned,2024-12-31
2000040,CIF0002000040,Kabir Thaman,1977-05-03,47,Female,Unmarried,Salaried - Government,4990620.12,Rajkot,Gujarat,716931,SPSOI9302M,9380481626,vrinda47@example.net,Re-KYC Due,25,Rented,2024-12-31
2000041,CIF0002000041,Chasmum Saran,1967-02-03,57,Female,Married,Salaried - Private Sector,5346764.32,Bengaluru,Karnataka,173802,SRBRM6919H,9609469912,vasalekha@example.com,Verified - CKYC,21,Rented,2024-12-31
2000042,CIF0002000042,Yashica Wagle,1973-08-01,51,Male,Married,Contract Employee,234253.56,Noida,Delhi,125976,KGZQC5258K,9737928689,wazirmall@example.net,Verified - V-KYC,18,Owned,2024-12-31
2000043,CIF0002000043,Chasmum Rastogi,1977-06-13,47,Male,Married,Agriculturalist,4020506.28,Madurai,Tamil Nadu,115052,EHJJW8125N,9980673779,chameli36@example.org,Verified - Branch,9,Owned,2024-12-31
2000044,CIF0002000044,Yatin Rana,1994-10-02,30,Male,Married,Salaried - Private Sector,6446253.74,Karimnagar,Telangana,354297,IXOUI6225H,9939913662,gayathri61@example.net,Verified - CKYC,25,Owned,2024-12-31
2000045,CIF0002000045,Mitali Lala,1971-07-15,53,Female,Married,Agriculturalist,2504730.41,Jodhpur,Rajasthan,295809,UIHCQ6685H,9227146375,dalbir07@example.net,Verified - CKYC,9,Owned,2024-12-31
2000046,CIF0002000046,Azad Yohannan,1997-12-01,27,Male,Married,Salaried - Government,1493426.34,Siliguri,West Bengal,993163,SMKTP7392A,9640479208,frederickbandi@example.net,Verified - Branch,8,Rented,2024-12-31
2000047,CIF0002000047,Gaurav Iyer,1960-05-19,64,Female,Widowed,Self Employed - Professional,3034751.09,Varanasi,Uttar Pradesh,182976,AXNCP7489P,9285638316,magaryasti@example.net,Verified - V-KYC,28,Parental,2024-12-31
2000048,CIF0002000048,Ekanta Varughese,1979-07-06,45,Male,Married,Self Employed - Professional,915651.7,Kolkata,West Bengal,654447,LZKGE7963C,9369754569,theodoresengupta@example.net,Verified - CKYC,24,Company Provided,2024-12-31
2000049,CIF0002000049,Chanchal Jhaveri,1993-08-01,31,Male,Widowed,Gig Worker,2721447.0,Warangal,Telangana,234130,IPKTB6740U,9232506072,bahloliver@example.com,Verified - V-KYC,22,Rented,2024-12-31
2000050,CIF0002000050,Jagrati Agrawal,1977-09-19,47,Male,Married,Contract Employee,5157463.35,Agra,Uttar Pradesh,252716,JTYBR8032I,9311322403,ikshita87@example.net,Verified - Branch,2,Owned,2024-12-31
2000051,CIF0002000051,Charvi Misra,1995-02-22,29,Male,Unmarried,Self Employed - Non Professional,3734295.52,Dwarka,Delhi,407725,HNTTM2390O,9792633163,anushataneja@example.com,Verified - V-KYC,23,Owned,2024-12-31
2000052,CIF0002000052,Matthew Datta,1972-03-11,52,Female,Unmarried,Salaried - Private Sector,12041798.26,Chennai,Tamil Nadu,170539,WOJEB8778L,9751482677,andrew47@example.org,Verified - Branch,30,Owned,2024-12-31
2000053,CIF0002000053,Yasti Suri,1984-07-06,40,Male,Unmarried,Business Owner,9407038.91,Nagpur,Maharashtra,340582,SFKZZ6324X,9455434392,anushakurian@example.com,Verified - Branch,28,Owned,2024-12-31
2000054,CIF0002000054,Logan Sampath,1961-03-15,63,Female,Married,Business Owner,13761831.74,Mumbai,Maharashtra,476925,SKMHX7962L,9380947516,devika92@example.org,Verified - CKYC,1,Company Provided,2024-12-31
2000055,CIF0002000055,Leela Chand,1960-12-01,64,Female,Married,Gig Worker,6912620.68,Rohini,Delhi,626740,MQLUC6251H,9650284454,xramaswamy@example.net,Verified - V-KYC,27,Rented,2024-12-31
2000056,CIF0002000056,Dayita Narayanan,1968-11-27,56,Female,Unmarried,Salaried - Government,4200703.85,Kota,Rajasthan,571244,XTPHZ8884S,9831243679,vasananagy@example.net,Verified - CKYC,12,Owned,2024-12-31
2000057,CIF0002000057,Urvi Badami,1977-08-31,47,Male,Married,Salaried - Government,2366104.4,Mangaluru,Karnataka,218205,EDFOF8365F,9793713830,xchacko@example.org,Verified - V-KYC,15,Owned,2024-12-31
2000058,CIF0002000058,Gayathri Dani,1970-06-20,54,Male,Unmarried,Salaried - Private Sector,2874500.39,Coimbatore,Tamil Nadu,284265,NNBPY3748E,9102268385,bhanumati06@example.net,Verified - CKYC,22,Rented,2024-12-31
2000059,CIF0002000059,Udyati Sarkar,1989-01-14,35,Male,Married,Salaried - Government,12289308.38,Siliguri,West Bengal,298548,CXNQR8878W,9500152809,bimala78@example.net,Verified - CKYC,2,Owned,2024-12-31
2000060,CIF0002000060,Imaran Gole,1983-08-25,41,Male,Unmarried,Gig Worker,9665736.14,Rohini,Delhi,304459,QQCNB8906I,9438080327,pahalmody@example.org,Verified - CKYC,27,Parental,2024-12-31
2000061,CIF0002000061,Neha Rajagopalan,1958-02-16,66,Male,Unmarried,Pensioner,14293153.53,Hyderabad,Telangana,716904,ATZLT3988A,9507151520,thakurjagrati@example.org,Verified - CKYC,2,Owned,2024-12-31
2000062,CIF0002000062,Advika Choudhary,1993-10-31,31,Male,Married,Salaried - Government,10596705.29,Nashik,Maharashtra,335715,ZRKCA7438L,9403001934,magate@example.com,Verified - CKYC,14,Rented,2024-12-31
2000063,CIF0002000063,Azad Wagle,1979-02-14,45,Male,Married,Gig Worker,2215501.48,Mangaluru,Karnataka,660249,UMNAU4189N,9879123820,farasrajan@example.org,Verified - V-KYC,19,Owned,2024-12-31
2000064,CIF0002000064,Lila Som,1956-05-20,68,Male,Unmarried,Contract Employee,11750048.51,Kota,Rajasthan,176176,NOONQ2938P,9490932614,hdada@example.com,Verified - CKYC,25,Rented,2024-12-31
2000065,CIF0002000065,Ryan Garg,1995-09-09,29,Female,Married,Pensioner,6883735.66,Madurai,Tamil Nadu,761714,VOXAP3072A,9660468135,darikabiswas@example.net,Verified - V-KYC,26,Company Provided,2024-12-31
2000066,CIF0002000066,Zehaan Master,1982-02-27,42,Female,Unmarried,Pensioner,5113942.3,Jaipur,Rajasthan,429624,ZOAYX7038E,9226463759,ganand@example.com,Verified - CKYC,14,Owned,2024-12-31
2000067,CIF0002000067,Robert Shere,1998-10-21,26,Male,Unmarried,Agriculturalist,14106684.9,Mysuru,Karnataka,556909,HPUCR3370I,9385906450,pallaviprasad@example.org,Verified - CKYC,4,Rented,2024-12-31
2000068,CIF0002000068,Ria Seth,1961-09-05,63,Female,Married,Gig Worker,5277578.31,Durgapur,West Bengal,407912,LVWXG7003I,9500342933,bansallaksh@example.org,Verified - CKYC,26,Owned,2024-12-31
2000069,CIF0002000069,Rachana Oza,1955-04-05,69,Male,Married,Self Employed - Non Professional,13889070.65,Jodhpur,Rajasthan,458792,VDVJV1295X,9540243542,rachana18@example.org,Verified - CKYC,1,Rented,2024-12-31
2000070,CIF0002000070,Ranbir Om,1979-12-25,45,Female,Married,Salaried - Private Sector,1443715.98,Dwarka,Delhi,645438,WMEEO6375X,9800025600,dayitaagrawal@example.org,Pending,26,Rented,2024-12-31
2000071,CIF0002000071,Yashoda Rastogi,1995-08-10,29,Male,Married,Pensioner,14151410.63,Madurai,Tamil Nadu,772640,GDKKY7113A,9849487840,grege@example.net,Verified - Branch,1,Owned,2024-12-31
2000072,CIF0002000072,Urvashi Bandi,1955-02-03,69,Male,Married,Salaried - Private Sector,11188758.44,Chandigarh,Punjab,338459,PVXCV2411K,9977183136,yashawinivyas@example.com,Verified - Branch,14,Owned,2024-12-31
2000073,CIF0002000073,Bhavya Kashyap,1972-11-27,52,Male,Unmarried,Salaried - Government,13173577.63,Ludhiana,Punjab,701885,BMVPR1075P,9943110227,vjain@example.com,Verified - CKYC,22,Owned,2024-12-31
2000074,CIF0002000074,Rachita Behl,1967-08-21,57,Male,Married,Contract Employee,11517947.68,Surat,Gujarat,533501,UNKOF7752L,9998005043,sawhneypriya@example.com,Verified - Branch,30,Rented,2024-12-31
2000075,CIF0002000075,Yatan Bath,1997-07-15,27,Male,Married,Pensioner,11647285.96,Kanpur,Uttar Pradesh,796241,FINFU2158B,9755813451,owen68@example.net,Verified - CKYC,21,Owned,2024-12-31
2000076,CIF0002000076,Mitali Chaudhuri,1974-02-20,50,Female,Married,Gig Worker,1019875.24,Durgapur,West Bengal,386270,ZUSLN4964K,9685908727,indirachaudhary@example.net,Verified - CKYC,23,Owned,2024-12-31
2000077,CIF0002000077,Tanvi Bhavsar,1977-07-20,47,Male,Unmarried,Business Owner,6159675.83,Dwarka,Delhi,244598,XYNOZ6208Z,9680026872,emisra@example.org,Verified - CKYC,10,Owned,2024-12-31
2000078,CIF0002000078,Jyoti Golla,1959-07-01,65,Female,Unmarried,Salaried - Private Sector,8959711.31,Durgapur,West Bengal,667114,KLICY3612G,9457885126,bbehl@example.com,Pending,10,Owned,2024-12-31
2000079,CIF0002000079,Veda Badal,1957-06-21,67,Female,Divorced,Salaried - Government,9063282.05,Durgapur,West Bengal,820034,RPXCC2640O,9120504826,parthbumb@example.com,Verified - CKYC,25,Owned,2024-12-31
2000080,CIF0002000080,Osha Jain,1959-11-04,65,Female,Divorced,Salaried - Government,10276908.4,Siliguri,West Bengal,100681,REQKQ4830K,9188790935,pbedi@example.org,Verified - V-KYC,5,Owned,2024-12-31
2000081,CIF0002000081,Timothy Salvi,1960-05-04,64,Male,Unmarried,Self Employed - Professional,13608803.31,Nizamabad,Telangana,463881,AWTSB6234D,9956789742,sahotaqasim@example.com,Verified - V-KYC,21,Rented,2024-12-31
2000082,CIF0002000082,Anita Natt,1957-11-14,67,Male,Married,Pensioner,10659459.21,Durgapur,West Bengal,718541,LBVCL4133E,9823778656,vpillai@example.net,Verified - CKYC,0,Parental,2024-12-31
2000083,CIF0002000083,Gaurika Kohli,1955-11-15,69,Female,Married,Salaried - Private Sector,4248220.16,Bengaluru,Karnataka,232179,ZHRFH1199G,9133750631,tsarna@example.com,Verified - Branch,13,Owned,2024-12-31
2000084,CIF0002000084,Fariq Hans,1960-10-11,64,Female,Married,Gig Worker,5464511.68,Chandigarh,Punjab,896881,BHPCF6518T,9905352282,srout@example.com,Verified - CKYC,11,Rented,2024-12-31
2000085,CIF0002000085,Anika Peri,1959-02-06,65,Male,Married,Gig Worker,994792.41,Warangal,Telangana,673293,JBBZO1213U,9515384952,benjamin61@example.net,Verified - Branch,15,Owned,2024-12-31
2000086,CIF0002000086,Gabriel Dugar,1999-12-11,25,Female,Divorced,Pensioner,12944893.78,Noida,Delhi,121507,GRSYR5734J,9102984022,jlal@example.com,Verified - CKYC,14,Owned,2024-12-31
2000087,CIF0002000087,Vivaan Parikh,1984-06-07,40,Male,Unmarried,Self Employed - Professional,4373731.65,Madurai,Tamil Nadu,581693,AEJAM7217K,9676855892,darpan27@example.com,Verified - CKYC,18,Owned,2024-12-31
2000088,CIF0002000088,Aradhana Ramanathan,1974-08-19,50,Male,Unmarried,Agriculturalist,12603282.29,Coimbatore,Tamil Nadu,148648,UIWBT1523S,9482434083,qkant@example.net,Verified - CKYC,20,Rented,2024-12-31
2000089,CIF0002000089,Aashi Kannan,1977-09-21,47,Male,Unmarried,Business Owner,13458204.54,Varanasi,Uttar Pradesh,450760,GDXCK4603Z,9590204531,nsaha@example.com,Verified - CKYC,28,Parental,2024-12-31
2000090,CIF0002000090,Wriddhish Nadig,1984-01-02,41,Male,Married,Self Employed - Non Professional,6355914.42,Varanasi,Uttar Pradesh,943167,WWCPP7938J,9292394064,mistryryan@example.com,Verified - Branch,28,Rented,2024-12-31
2000091,CIF0002000091,Chanakya Lanka,1986-09-25,38,Female,Married,Pensioner,12646783.42,Durgapur,West Bengal,336610,NCMMA3065A,9866323369,kalpitsridhar@example.org,Verified - Branch,0,Owned,2024-12-31
2000092,CIF0002000092,Rachit Kurian,1963-11-18,61,Male,Married,Contract Employee,10875106.26,Jodhpur,Rajasthan,819737,QPRBX9592Z,9493034684,aarini08@example.net,Verified - V-KYC,13,Owned,2024-12-31
2000093,CIF0002000093,Urishilla Wable,1973-12-20,51,Female,Married,Salaried - Government,5799989.88,Mangaluru,Karnataka,641866,NIOSW8598W,9147735409,upmakhatri@example.com,Verified - Branch,24,Parental,2024-12-31
2000094,CIF0002000094,Jagrati Toor,1997-12-13,27,Female,Married,Contract Employee,13500314.53,Warangal,Telangana,942746,NVPFO7151T,9646603870,wkari@example.net,Verified - CKYC,30,Company Provided,2024-12-31
2000095,CIF0002000095,Amrita Karnik,1967-05-23,57,Male,Unmarried,Self Employed - Non Professional,2132821.77,Mumbai,Maharashtra,263040,ETEBO5825R,9163522122,azaan77@example.com,Verified - CKYC,8,Owned,2024-12-31
2000096,CIF0002000096,Indali Ratta,1966-10-24,58,Female,Married,Salaried - Private Sector,10136118.73,Surat,Gujarat,871457,YWTBZ6896S,9773561227,kumeryahvi@example.com,Verified - Branch,4,Owned,2024-12-31
2000097,CIF0002000097,Utkarsh Dewan,1979-11-07,45,Female,Married,Salaried - Government,3746244.92,New Delhi,Delhi,852722,YSFDS9159L,9308266509,jagat35@example.net,Verified - CKYC,24,Rented,2024-12-31
2000098,CIF0002000098,Aradhana Amble,1992-06-29,32,Female,Married,Contract Employee,6918940.68,Lucknow,Uttar Pradesh,473145,IBGFR1941L,9527224321,yasti30@example.org,Pending,3,Rented,2024-12-31
2000099,CIF0002000099,Siya Bail,1961-05-16,63,Male,Unmarried,Salaried - Private Sector,12925737.01,Dwarka,Delhi,266850,RQZCR2212P,9724961011,rdevan@example.org,Verified - Branch,16,Owned,2024-12-31
2000100,CIF0002000100,Sachi Tiwari,1977-03-30,47,Female,Unmarried,Self Employed - Non Professional,14090623.39,Nagpur,Maharashtra,540191,VTVBK3657E,9622748935,qjohal@example.net,Verified - CKYC,1,Owned,2024-12-31
2000101,CIF0002000101,Aadhya Sehgal,1992-06-21,32,Female,Unmarried,Salaried - Government,8606479.77,Agra,Uttar Pradesh,943245,VXLTX7277H,9522749754,solankiveda@example.net,Verified - CKYC,1,Owned,2024-12-31
2000102,CIF0002000102,Ojasvi Loyal,1981-12-16,43,Male,Married,Salaried - Private Sector,4618236.91,Vadodara,Gujarat,733883,RLLZR4089W,9504724239,boasedalaja@example.com,Verified - CKYC,6,Owned,2024-12-31
2000103,CIF0002000103,Umang Shanker,1967-01-31,57,Male,Unmarried,Pensioner,14119674.53,Salem,Tamil Nadu,681755,LVCZG7732V,9846708348,oni54@example.org,Verified - CKYC,21,Owned,2024-12-31
2000104,CIF0002000104,Anjali Mane,1999-03-25,25,Female,Unmarried,Salaried - Government,9911263.23,Lucknow,Uttar Pradesh,698625,YPRCQ7677E,9833041703,vacharya@example.org,Verified - CKYC,7,Owned,2024-12-31
2000105,CIF0002000105,Kiaan Chaudhary,1967-01-08,58,Male,Married,Self Employed - Non Professional,3773375.92,Warangal,Telangana,312134,SZHLY6990V,9975353559,bajajliam@example.org,Verified - CKYC,22,Owned,2024-12-31
2000106,CIF0002000106,Suhani Hayre,1999-10-24,25,Female,Married,Pensioner,11965462.59,Hubli,Karnataka,520873,KJSJM7396W,9730100168,leelanori@example.net,Verified - Branch,23,Rented,2024-12-31
2000107,CIF0002000107,Max Din,1972-11-19,52,Female,Married,Gig Worker,5808739.58,Vadodara,Gujarat,946088,JGJMW7439M,9168270802,ghoshdominic@example.com,Verified - CKYC,28,Owned,2024-12-31
2000108,CIF0002000108,Gaurika Pingle,1985-10-17,39,Male,Married,Agriculturalist,8987654.86,Mysuru,Karnataka,438791,HASAI6019Q,9944527342,brahmbhattimaran@example.net,Pending,18,Owned,2024-12-31
2000109,CIF0002000109,Michael Tara,1971-04-21,53,Female,Married,Salaried - Government,4073542.92,Rajkot,Gujarat,503498,CXAWH4925L,9231576116,ndhawan@example.net,Pending,9,Owned,2024-12-31
2000110,CIF0002000110,Daksh Menon,1977-03-26,47,Female,Married,Agriculturalist,3393759.48,Surat,Gujarat,907738,UEKDU6061G,9591663969,hmukhopadhyay@example.org,Verified - CKYC,30,Parental,2024-12-31
2000111,CIF0002000111,Ridhi Gupta,1965-12-11,59,Female,Married,Gig Worker,4299067.67,Mumbai,Maharashtra,264016,MNJEY2300L,9324535804,chatura05@example.org,Verified - CKYC,21,Owned,2024-12-31
2000112,CIF0002000112,William Guha,1996-04-29,28,Female,Married,Salaried - Private Sector,10409534.59,Salem,Tamil Nadu,530883,GVQRB9146G,9955377778,nikitathaman@example.net,Verified - CKYC,23,Company Provided,2024-12-31
2000113,CIF0002000113,Shaurya Boase,1996-07-09,28,Male,Unmarried,Salaried - Private Sector,13884005.58,Noida,Delhi,759868,LPKIE8668A,9851904849,fgara@example.net,Verified - CKYC,4,Company Provided,2024-12-31
2000114,CIF0002000114,Gayathri Barman,1957-03-16,67,Male,Unmarried,Self Employed - Professional,1097803.2,Lucknow,Uttar Pradesh,295358,YJQRB1414E,9443370407,gardeqarin@example.com,Verified - CKYC,27,Parental,2024-12-31
2000115,CIF0002000115,Devika Saini,1957-05-17,67,Male,Unmarried,Salaried - Government,7476331.79,Mangaluru,Karnataka,272468,PFOUU4565Y,9137669367,yashawini22@example.org,Verified - CKYC,6,Owned,2024-12-31
2000116,CIF0002000116,Neelima Buch,1968-10-30,56,Male,Married,Pensioner,14499439.9,Nizamabad,Telangana,469359,NKXAQ8940Z,9988249691,sankarjairaj@example.com,Verified - Branch,21,Rented,2024-12-31
2000117,CIF0002000117,Benjamin Patla,1970-02-28,54,Female,Married,Pensioner,12810617.77,Dwarka,Delhi,824765,DSVFQ9555T,9844632154,gopalraval@example.com,Verified - Branch,25,Company Provided,2024-12-31
2000118,CIF0002000118,Garima Comar,1966-08-04,58,Female,Married,Gig Worker,2909070.78,Warangal,Telangana,736626,FLNZM2501B,9634545407,zrege@example.com,Verified - Branch,3,Rented,2024-12-31
2000119,CIF0002000119,Lucky Pathak,1989-03-11,35,Female,Married,Self Employed - Professional,10626574.25,Coimbatore,Tamil Nadu,616942,BADKJ4641R,9815348960,daniwishi@example.org,Verified - Branch,20,Owned,2024-12-31
2000120,CIF0002000120,Gavin Chaudhari,1991-02-11,33,Female,Married,Self Employed - Professional,13804282.59,Vadodara,Gujarat,633052,MITDF4550W,9118132628,baralanay@example.org,Verified - V-KYC,24,Rented,2024-12-31
2000121,CIF0002000121,Indira Sura,1986-01-19,38,Female,Married,Salaried - Private Sector,5730160.86,Surat,Gujarat,960936,ORTEV4016F,9763499893,hritikmody@example.com,Re-KYC Due,10,Owned,2024-12-31
